id,word_vocalized,word_clean,transliteration,root,pos,semantic_intent,fusha_equivalent,definition,region,synonyms,phonetic_variants,note,source,examples,proverbs,tags,searchable_text
401,الزُّولِي,الزولي,alzwly,زول,Noun,object,المرحاض / دورة المياه,المكان المخصص لقضاء الحاجة داخل البيت.,general,"[""حمّام"", ""مرحاض""]",[],في البيوت القديمة كان 'الزولي' يصمم بنظام تصريف تقليدي بعيد عن خزان الماء.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 63,"[{""f"": ""دورة المياه نظيفة ومنظمة."", ""h"": ""الزولي نظيف ومرتب.""}]",[],"[""daily life"", ""bathroom""]","الكلمة: الزُّولِي (الزولي)
الجذر: زول
الفصحى: المرحاض / دورة المياه
المعنى: المكان المخصص لقضاء الحاجة داخل البيت.
المرادفات: حمّام، مرحاض
مثال: الزولي نظيف ومرتب.
الوسوم: daily life، bathroom
ملاحظة: في البيوت القديمة كان 'الزولي' يصمم بنظام تصريف تقليدي بعيد عن خزان الماء."
402,زِمْبِيل,زمبيل,zmbyl,زمبل,Noun,object,الكيس / القفة,وعاء يشبه الكيس أو القفة، يصنع قديماً من خوص النخيل.,general,"[""كيس"", ""قفة""]",[],يستخدم لنقل الأغراض الخفيفة من السوق.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 63,"[{""f"": ""ضع الخضروات في الكيس."", ""h"": ""حط الخضرة في الزمبيل.""}]",[],"[""daily life"", ""market""]","الكلمة: زِمْبِيل (زمبيل)
الجذر: زمبل
الفصحى: الكيس / القفة
المعنى: وعاء يشبه الكيس أو القفة، يصنع قديماً من خوص النخيل.
المرادفات: كيس، قفة
مثال: حط الخضرة في الزمبيل.
الوسوم: daily life، market
ملاحظة: يستخدم لنقل الأغراض الخفيفة من السوق."
403,الزَّقَر,الزقر,alzqr,زقر,Noun,object,الولد / الفتى,يطلق على الابن أو الشاب الصغير.,general,"[""ولد"", ""شاب""]",[],كلمة محببة تستخدم للنداء أو الوصف.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 63,"[{""f"": ""هذا الفتى مجتهد في دراسته."", ""h"": ""هذا الزقر شاطر في دراسته.""}]",[],"[""daily life"", ""child"", ""boy""]","الكلمة: الزَّقَر (الزقر)
الجذر: زقر
الفصحى: الولد / الفتى
المعنى: يطلق على الابن أو الشاب الصغير.
المرادفات: ولد، شاب
مثال: هذا الزقر شاطر في دراسته.
الوسوم: daily life، child، boy
ملاحظة: كلمة محببة تستخدم للنداء أو الوصف."
404,زُنْبُع العُشَر,زنبع العشر,znb3 al3shr,زنبع,Noun,object,حشرة (نوع من الجراد),حشرة من نوع الجراد، تتميز بأنها بلا أجنحة، وتوجد غالباً على أشجار 'العُشر'.,general,[],[],لا تعتبر ضارة كجراد المحاصيل.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 63,"[{""f"": ""وجدنا تلك الحشرة (نوع من الجراد) فوق الشجرة."", ""h"": ""لقينا زنبع العشر فوق الشجرة.""}]",[],"[""nature"", ""insects""]","الكلمة: زُنْبُع العُشَر (زنبع العشر)
الجذر: زنبع
الفصحى: حشرة (نوع من الجراد)
المعنى: حشرة من نوع الجراد، تتميز بأنها بلا أجنحة، وتوجد غالباً على أشجار 'العُشر'.
مثال: لقينا زنبع العشر فوق الشجرة.
الوسوم: nature، insects
ملاحظة: لا تعتبر ضارة كجراد المحاصيل."
405,الزَّنْط,الزنط,alznT,زنط,Noun,emotion,التكبر / الغرور,صفة التكبر والتعالي على الآخرين، ويقال للشخص المتكبر 'زناط'.,general,"[""كبر"", ""غرور""]",[],صفة منبوذة اجتماعياً في حضرموت.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 63,"[{""f"": ""اترك عنك التكبر وتواضع للناس."", ""h"": ""خل عنك الزنط وتواضع للناس.""}]",[],"[""emotions"", ""values"", ""pride""]","الكلمة: الزَّنْط (الزنط)
الجذر: زنط
الفصحى: التكبر / الغرور
المعنى: صفة التكبر والتعالي على الآخرين، ويقال للشخص المتكبر 'زناط'.
المرادفات: كبر، غرور
مثال: خل عنك الزنط وتواضع للناس.
الوسوم: emotions، values، pride
ملاحظة: صفة منبوذة اجتماعياً في حضرموت."
406,الزَّقَرَة,الزقره,alzqrh,زقر,Noun,person,البنت / الفتاة,تطلق على الابنة أو الفتاة الشابة.,general,"[""بنت""]",[],مؤنث كلمة 'زقر'.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 63,"[{""f"": ""الفتاة تساعد والدتها في أعمال المنزل."", ""h"": ""الزقرة تساعد أمها في البيت.""}]",[],"[""daily life"", ""family"", ""girl""]","الكلمة: الزَّقَرَة (الزقره)
الجذر: زقر
الفصحى: البنت / الفتاة
المعنى: تطلق على الابنة أو الفتاة الشابة.
المرادفات: بنت
مثال: الزقرة تساعد أمها في البيت.
الوسوم: daily life، family، girl
ملاحظة: مؤنث كلمة 'زقر'."
407,الزَّمَان,الزمان,alzman,زمن,Expression,expression,القحط / الجدب,كناية تستخدم للإشارة إلى سنوات القحط وشحة الأمطار.,general,"[""جدب"", ""قحط""]",[],يقال 'جانا زمان' أي أصابتنا سنة قحط. بسكون الزاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 64,"[{""f"": ""نسأل الله ألا تعود أيام القحط والجدب."", ""h"": ""الله لا يعيد أيام الزمان.""}]",[],"[""daily life"", ""nature"", ""rain""]","الكلمة: الزَّمَان (الزمان)
الجذر: زمن
الفصحى: القحط / الجدب
المعنى: كناية تستخدم للإشارة إلى سنوات القحط وشحة الأمطار.
المرادفات: جدب، قحط
مثال: الله لا يعيد أيام الزمان.
الوسوم: daily life، nature، rain
ملاحظة: يقال 'جانا زمان' أي أصابتنا سنة قحط. بسكون الزاء"
408,الزَّوْع,الزوع,alzw3,زوع,Noun,object,هدير السيل,الصوت العالي والمدوي الذي يصدره السيل عندما يأتي بقوة من بعيد.,general,"[""هدير"", ""دوي""]",[],صوت يثير الرهبة والاستبشار في آن واحد عند المزارعين. بضم الزاء والواو,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 64,"[{""f"": ""سمعنا دوي وهدير السيل في منتصف الليل."", ""h"": ""سمعنا زوع السيل في نص الليل.""}]",[],"[""nature"", ""river""]","الكلمة: الزَّوْع (الزوع)
الجذر: زوع
الفصحى: هدير السيل
المعنى: الصوت العالي والمدوي الذي يصدره السيل عندما يأتي بقوة من بعيد.
المرادفات: هدير، دوي
مثال: سمعنا زوع السيل في نص الليل.
الوسوم: nature، river
ملاحظة: صوت يثير الرهبة والاستبشار في آن واحد عند المزارعين. بضم الزاء والواو"
409,الزَّبَّة,الزبه,alzbh,زبب,Noun,emotion,الاهتمام والزهو بالشيء,الاهتمام المتزايد بالشيء كونه جديداً أو الانتشاء به والزهو.,general,"[""بشة"", ""زهو""]",[],تستخدم لوصف الاهتمام المؤقت بشيء ما ثم يذبل هذا الاهتمام.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 64,"[{""f"": ""هذه السيارة لها بريق واهتمام الآن لأنها جديدة."", ""h"": ""هذه السيارة لها زبة الحين لأنها جديدة.""}]",[],"[""emotions"", ""daily life"", ""attention""]","الكلمة: الزَّبَّة (الزبه)
الجذر: زبب
الفصحى: الاهتمام والزهو بالشيء
المعنى: الاهتمام المتزايد بالشيء كونه جديداً أو الانتشاء به والزهو.
المرادفات: بشة، زهو
مثال: هذه السيارة لها زبة الحين لأنها جديدة.
الوسوم: emotions، daily life، attention
ملاحظة: تستخدم لوصف الاهتمام المؤقت بشيء ما ثم يذبل هذا الاهتمام."
410,رَكِيكَه,ركيكه,rkykh,ركك,Adjective,descriptor,هزيلة / ضعيفة,تستخدم لوصف الشيء أو الشخص الضعيف الذي يفتقر إلى القوة أو المتانة، وفي سياق البناء تعني غير المتماسك.,general,"[""ضعيفة"", ""واهنة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 63,"[{""f"": ""هذه العصا ضعيفة (هزيلة) لا تتكئ عليها."", ""h"": ""هذه العصاة ركيكه لا تتكي عليها.""}, {""f"": ""بنيت جداراً ضعيفاً سقط بسبب المطر."", ""h"": ""بنيت جدار ركيكه طاح من المطر.""}]",[],"[""daily life"", ""description"", ""weak""]","الكلمة: رَكِيكَه (ركيكه)
الجذر: ركك
الفصحى: هزيلة / ضعيفة
المعنى: تستخدم لوصف الشيء أو الشخص الضعيف الذي يفتقر إلى القوة أو المتانة، وفي سياق البناء تعني غير المتماسك.
المرادفات: ضعيفة، واهنة
مثال: هذه العصاة ركيكه لا تتكي عليها.
الوسوم: daily life، description، weak"
411,رُصُن,رصن,rSn,رصن,Verb,action,اربط / شد الوثاق,فعل أمر بمعنى الربط بإحكام أو شد الحبل على الشيء لضمان عدم فكه.,general,"[""اربط"", ""وثّق""]",[],تستخدم غالباً في سياق ربط الأحمال أو الحيوانات.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 63,"[{""f"": ""اربط الحبل جيداً فوق السيارة."", ""h"": ""رُصُن الحبل زين فوق السيارة.""}, {""f"": ""أريدك أن تربط الكيس بإحكام لكي لا ينسكب ما فيه."", ""h"": ""بغيتك ترصن الكيس عشان ما يندفق.""}]",[],"[""daily life"", ""tools"", ""actions"", ""tie""]","الكلمة: رُصُن (رصن)
الجذر: رصن
الفصحى: اربط / شد الوثاق
المعنى: فعل أمر بمعنى الربط بإحكام أو شد الحبل على الشيء لضمان عدم فكه.
المرادفات: اربط، وثّق
مثال: رُصُن الحبل زين فوق السيارة.
الوسوم: daily life، tools، actions، tie
ملاحظة: تستخدم غالباً في سياق ربط الأحمال أو الحيوانات."
412,سَرَطْ,سرط,srT,سرط,Verb,action,ابتلع,فعل يعني الابتلاع بسرعة أو دفع الطعام إلى الجوف دون مضغ طويل.,general,"[""لهط"", ""زط""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 65,"[{""f"": ""ابتلع اللقمة بلعاً من شدة العجلة."", ""h"": ""سرط اللقمة سرط من العجلة.""}, {""f"": ""لا تبتلع الحبوب (الدواء) بدون ماء."", ""h"": ""لا تسرط الحبوب بدون ماء.""}]",[],"[""daily life"", ""action"", ""eat""]","الكلمة: سَرَطْ (سرط)
الجذر: سرط
الفصحى: ابتلع
المعنى: فعل يعني الابتلاع بسرعة أو دفع الطعام إلى الجوف دون مضغ طويل.
المرادفات: لهط، زط
مثال: سرط اللقمة سرط من العجلة.
الوسوم: daily life، action، eat"
413,السَّبْتَة,السبتة,alsbth,سبت,Noun,object,الحزام,حزام يلبس حول الخصر، وغالباً ما يكون من الجلد أو القماش القوي.,general,"[""حزام""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 65,"[{""f"": ""أحكم ربط الحزام على خصرك."", ""h"": ""رصن السبتة على وسطك.""}, {""f"": ""اشتريت حزاماً جديداً للمدرسة."", ""h"": ""اشتريت سبتة جديدة للمدرسة.""}]",[],"[""clothing"", ""daily life"", ""belt""]","الكلمة: السَّبْتَة (السبتة)
الجذر: سبت
الفصحى: الحزام
المعنى: حزام يلبس حول الخصر، وغالباً ما يكون من الجلد أو القماش القوي.
المرادفات: حزام
مثال: رصن السبتة على وسطك.
الوسوم: clothing، daily life، belt"
414,سَرَحْ,سرح,srH,سرح,Verb,time,ذهب في الصباح الباكر,الخروج للعمل أو المرعى في وقت الصباح الباكر.,general,"[""بكر""]",[],عكسها 'ضوي' أي عاد في المساء.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 65,"[{""f"": ""ذهبنا اليوم في وقت مبكر جداً قبل الشروق."", ""h"": ""سرحنا اليوم من غبشة.""}, {""f"": ""أخرجوا الأغنام إلى المرعى صباحاً."", ""h"": ""سرحوا الغنم للمرعى.""}]",[],"[""action"", ""time"", ""morning""]","الكلمة: سَرَحْ (سرح)
الجذر: سرح
الفصحى: ذهب في الصباح الباكر
المعنى: الخروج للعمل أو المرعى في وقت الصباح الباكر.
المرادفات: بكر
مثال: سرحنا اليوم من غبشة.
الوسوم: action، time، morning
ملاحظة: عكسها 'ضوي' أي عاد في المساء."
415,أُمّ سُوَيْد,ام سويد,am swyd,سود,Noun,object,نوع من الطيور الصغيرة السوداء,طائر صغير يتميز بلونه الأسود، لا يؤكل لحمه، ويتواجد في المزارع.,general,[],[],تم تصحيحها من 'فعل' في الملف السابق إلى 'اسم'.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 65,"[{""f"": ""رأيت طائر أم سويد ينقر في الأرض."", ""h"": ""شفت أم سويد تنقر في الأرض.""}]",[],"[""nature"", ""birds"", ""black bird""]","الكلمة: أُمّ سُوَيْد (ام سويد)
الجذر: سود
الفصحى: نوع من الطيور الصغيرة السوداء
المعنى: طائر صغير يتميز بلونه الأسود، لا يؤكل لحمه، ويتواجد في المزارع.
مثال: شفت أم سويد تنقر في الأرض.
الوسوم: nature، birds، black bird
ملاحظة: تم تصحيحها من 'فعل' في الملف السابق إلى 'اسم'."
416,سَبَر,سبر,sbr,سبر,Verb,action,بدأ / شرع في العمل,البدء في فعل شيء ما، ويقال 'باسبر' أي سوف أبدأ.,general,"[""بدأ""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 65,"[{""f"": ""هيا بنا سنبدأ العمل الآن."", ""h"": ""يالله با نسبر الشغل دحين.""}, {""f"": ""بدأ في كتابة التقرير."", ""h"": ""سبر في كتابة التقرير.""}]",[],"[""action"", ""start""]","الكلمة: سَبَر (سبر)
الجذر: سبر
الفصحى: بدأ / شرع في العمل
المعنى: البدء في فعل شيء ما، ويقال 'باسبر' أي سوف أبدأ.
المرادفات: بدأ
مثال: يالله با نسبر الشغل دحين.
الوسوم: action، start"
417,السَّوْم,السوم,alswm,سوم,Noun,object,حزام طيني أو حاجز ترابي,حاجز من الطين يحيط بالأرض الزراعية لتنظيم دخول الماء ومنع اندفاع السيل، ويكون ملتويًا لامتصاص قوة الضغط.,general,"[""حاجز""]",[],مصطلح زراعي بامتياز.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 65,"[{""f"": ""حطم السيل الحاجز الطيني للأرض الزراعية."", ""h"": ""كسر السيل السوم حق البلاد.""}, {""f"": ""قوموا لنرمم الحاجز الترابي قبل وصول السيل."", ""h"": ""قوموا نصلح السوم قبل ما يجي السيل.""}]",[],"[""agriculture"", ""wall""]","الكلمة: السَّوْم (السوم)
الجذر: سوم
الفصحى: حزام طيني أو حاجز ترابي
المعنى: حاجز من الطين يحيط بالأرض الزراعية لتنظيم دخول الماء ومنع اندفاع السيل، ويكون ملتويًا لامتصاص قوة الضغط.
المرادفات: حاجز
مثال: كسر السيل السوم حق البلاد.
الوسوم: agriculture، wall
ملاحظة: مصطلح زراعي بامتياز."
418,سِبَار,سبار,sbar,سبر,Noun,object,علف يومي للماشية,ما يقدم للماشية من طعام (قصب أو برسيم) بشكل يومي ومنتظم.,general,"[""علف""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 66,"[{""f"": ""لا تنسى وضع العلف اليومي للأغنام."", ""h"": ""لا تنسى تحط السبار للغنم.""}]","[""سبار قضب""]","[""agriculture"", ""animals"", ""feed""]","الكلمة: سِبَار (سبار)
الجذر: سبر
الفصحى: علف يومي للماشية
المعنى: ما يقدم للماشية من طعام (قصب أو برسيم) بشكل يومي ومنتظم.
المرادفات: علف
مثال: لا تنسى تحط السبار للغنم.
الوسوم: agriculture، animals، feed"
419,السَّرَامِي,السرامي,alsramy,سرم,Noun,object,حذاء جلدي أحمر,أحذية مصنوعة من جلد الغنم المصبوغ باللون الأحمر، تشبه الأحذية العربية القديمة.,general,"[""حذاء""]",[],تراثية، نادراً ما تستخدم حالياً.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 66,"[{""f"": ""لبس جدي الحذاء الجلدي الأحمر في العيد."", ""h"": ""لبس جدي السرامي في العيد.""}]",[],"[""clothing"", ""heritage"", ""red shoe""]","الكلمة: السَّرَامِي (السرامي)
الجذر: سرم
الفصحى: حذاء جلدي أحمر
المعنى: أحذية مصنوعة من جلد الغنم المصبوغ باللون الأحمر، تشبه الأحذية العربية القديمة.
المرادفات: حذاء
مثال: لبس جدي السرامي في العيد.
الوسوم: clothing، heritage، red shoe
ملاحظة: تراثية، نادراً ما تستخدم حالياً."
420,سبَق,سبق,sbq,سبق,Noun,object,نظام الأولوية أو الدور,التزام الدور في الطابور أو الأولوية لمن حضر أولاً.,general,"[""دور""]",[],بكسر السين والباء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 66,"[{""f"": ""احترموا نظام الدور عند مورد الماء."", ""h"": ""احترموا السبق في السقاية.""}]",[],"[""social rules"", ""queue""]","الكلمة: سبَق (سبق)
الجذر: سبق
الفصحى: نظام الأولوية أو الدور
المعنى: التزام الدور في الطابور أو الأولوية لمن حضر أولاً.
المرادفات: دور
مثال: احترموا السبق في السقاية.
الوسوم: social rules، queue
ملاحظة: بكسر السين والباء"
421,سَفِيح,سفيح,sfyH,سفح,Noun,object,وعاء لشرب الماشية,وعاء كبير يُسكب فيه الماء لتشرب منه الحيوانات.,general,"[""حوض""]",[],بكسر الياء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 66,"[{""f"": ""ملأ الحوض بالماء لتشرب الأبقار."", ""h"": ""ملأ السفيح بالماء للبقر.""}]",[],"[""agriculture"", ""animals"", ""water""]","الكلمة: سَفِيح (سفيح)
الجذر: سفح
الفصحى: وعاء لشرب الماشية
المعنى: وعاء كبير يُسكب فيه الماء لتشرب منه الحيوانات.
المرادفات: حوض
مثال: ملأ السفيح بالماء للبقر.
الوسوم: agriculture، animals، water
ملاحظة: بكسر الياء"
422,سَانِي,ساني,sany,سنى,Adjective,descriptor,مستقيم / مباشر,وصف للشيء المستقيم أو الشخص الذي يسير دون انحراف.,general,"[""دغري"", ""سيدة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 66,"[{""f"": ""سر بشكل مستقيم ولا تلتفت يميناً أو يساراً."", ""h"": ""امش ساني ولا تلتفت يمين ولا يسار.""}, {""f"": ""هذا الطريق مستقيم يوصلك إلى المدينة."", ""h"": ""الخط هذا ساني يوصلك للمدينة.""}]",[],"[""description"", ""daily life"", ""straight""]","الكلمة: سَانِي (ساني)
الجذر: سنى
الفصحى: مستقيم / مباشر
المعنى: وصف للشيء المستقيم أو الشخص الذي يسير دون انحراف.
المرادفات: دغري، سيدة
مثال: امش ساني ولا تلتفت يمين ولا يسار.
الوسوم: description، daily life، straight"
423,السَّاس,الساس,alsas,سس,Noun,object,أساس البناء,قاعدة البيت المبنية من الحجر أو الطين تحت مستوى الأرض.,general,"[""قاعدة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 66,"[{""f"": ""بنينا أساس البيت من حجارة صلبة."", ""h"": ""بنينا ساس البيت من حجر صلب.""}]","[""من ساسه لراسه"", ""من لا له ساس ماله راس""]","[""construction"", ""base""]","الكلمة: السَّاس (الساس)
الجذر: سس
الفصحى: أساس البناء
المعنى: قاعدة البيت المبنية من الحجر أو الطين تحت مستوى الأرض.
المرادفات: قاعدة
مثال: بنينا ساس البيت من حجر صلب.
الوسوم: construction، base"
424,السَّلْح,السلح,alslH,سلح,Noun,object,الغائط / فضلات الإنسان,لفظ يطلق على فضلات البطن (الغائط).,general,"[""براز""]",[],كلمة فصحى قديمة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 66,"[{""f"": ""انتبه من أن تدوس على الفضلات في الطريق."", ""h"": ""انتبه تدعس على السلح في الطريق.""}]",[],"[""general"", ""stool""]","الكلمة: السَّلْح (السلح)
الجذر: سلح
الفصحى: الغائط / فضلات الإنسان
المعنى: لفظ يطلق على فضلات البطن (الغائط).
المرادفات: براز
مثال: انتبه تدعس على السلح في الطريق.
الوسوم: general، stool
ملاحظة: كلمة فصحى قديمة."
425,السُّبَاعِيّة,السباعية,alsba3yh,سبع,Noun,object,إزار قطني (معوز),نسيج محلي يلبسه الرجال كإزار، يكون مفتوحاً غير مخيط بشكل دائري.,general,"[""معوز""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 66,"[{""f"": ""اشترى إزاراً محلياً جديداً للعيد."", ""h"": ""اشترى سباعية جديدة للعيد.""}]",[],"[""clothing"", ""cloth""]","الكلمة: السُّبَاعِيّة (السباعية)
الجذر: سبع
الفصحى: إزار قطني (معوز)
المعنى: نسيج محلي يلبسه الرجال كإزار، يكون مفتوحاً غير مخيط بشكل دائري.
المرادفات: معوز
مثال: اشترى سباعية جديدة للعيد.
الوسوم: clothing، cloth"
426,السُّدَّة,السدة,alsdh,سدد,Noun,object,الباب الكبير الرئيسي,الباب الخارجي الكبير للمدينة أو القصر أو البيت، وغالباً ما يكون مزخرفاً.,general,"[""بوابة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 67,"[{""f"": ""اجتمع الشبان عند البوابة الكبيرة."", ""h"": ""اجتمعوا الشباب عند السدة.""}, {""f"": ""أغلق الباب الكبير قبل أن تنام."", ""h"": ""صك السدة قبل ما تنام.""}]",[],"[""construction"", ""daily life"", ""gate""]","الكلمة: السُّدَّة (السدة)
الجذر: سدد
الفصحى: الباب الكبير الرئيسي
المعنى: الباب الخارجي الكبير للمدينة أو القصر أو البيت، وغالباً ما يكون مزخرفاً.
المرادفات: بوابة
مثال: اجتمعوا الشباب عند السدة.
الوسوم: construction، daily life، gate"
427,السِّرَّة,السرة,alsrh,سرر,Noun,object,مخزن الأعلاف,مكان مخصص في البيت أو المزرعة لتكديس وتخزين أعلاف المواشي (القصب).,general,"[""مخزن""]",[],بكسر السين وتشديد الراء.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 67,"[{""f"": ""رتبوا أعلاف القصب في المخزن."", ""h"": ""رصوا القصب في السرة.""}]",[],"[""agriculture"", ""construction"", ""feed""]","الكلمة: السِّرَّة (السرة)
الجذر: سرر
الفصحى: مخزن الأعلاف
المعنى: مكان مخصص في البيت أو المزرعة لتكديس وتخزين أعلاف المواشي (القصب).
المرادفات: مخزن
مثال: رصوا القصب في السرة.
الوسوم: agriculture، construction، feed
ملاحظة: بكسر السين وتشديد الراء."
428,السِّيب,السيب,alsyb,سيب,Noun,object,الممر الطويل,ممر ضيق أو طويل يربط بين الغرف في البيت أو بين المباني.,general,"[""ممر"", ""دهليز""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 67,"[{""f"": ""اترك الممر خالياً ولا تضع فيه أمتعة."", ""h"": ""خل السيب فاضي لا تحط فيه أغراض.""}]",[],"[""construction"", ""daily life"", ""long""]","الكلمة: السِّيب (السيب)
الجذر: سيب
الفصحى: الممر الطويل
المعنى: ممر ضيق أو طويل يربط بين الغرف في البيت أو بين المباني.
المرادفات: ممر، دهليز
مثال: خل السيب فاضي لا تحط فيه أغراض.
الوسوم: construction، daily life، long"
429,سَدُّوا,سدوا,sdwa,سدد,Verb,action,اتفقوا / تصالحوا,الوصول إلى اتفاق أو إنهاء خلاف بين طرفين.,general,"[""اتفقوا""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 67,"[{""f"": ""الحمد لله، لقد اتفق القوم وتصالحوا فيما بينهم."", ""h"": ""الحمد لله الجماعة سدوا فيما بينهم.""}]",[],"[""social relations"", ""agreement""]","الكلمة: سَدُّوا (سدوا)
الجذر: سدد
الفصحى: اتفقوا / تصالحوا
المعنى: الوصول إلى اتفاق أو إنهاء خلاف بين طرفين.
المرادفات: اتفقوا
مثال: الحمد لله الجماعة سدوا فيما بينهم.
الوسوم: social relations، agreement"
430,السَّاقِيَة,الساقية,alsaqyh,سقى,Noun,object,قناة ري صغيرة,مجرى مائي محفور في الأرض لنقل الماء من البئر أو السد إلى الحقول.,general,"[""مجرى""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 67,"[{""f"": ""نظف قناة الري من الطين والأعشاب."", ""h"": ""نظف الساقية من الطين والحشائش.""}]",[],"[""agriculture"", ""water""]","الكلمة: السَّاقِيَة (الساقية)
الجذر: سقى
الفصحى: قناة ري صغيرة
المعنى: مجرى مائي محفور في الأرض لنقل الماء من البئر أو السد إلى الحقول.
المرادفات: مجرى
مثال: نظف الساقية من الطين والحشائش.
الوسوم: agriculture، water"
431,السَّاف,الساف,alsaf,سوف,Noun,object,تمر يابس رديء,نوع من التمر الجاف جداً وغير الجيد، وعادة ما يقدم علفاً للحيوانات.,general,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 67,"[{""f"": ""هذا التمر أصبح يابساً ورديئاً، لا أحد يأكله."", ""h"": ""هذا التمر صار ساف، ما حد يأكله.""}]",[],"[""food"", ""agriculture"", ""dry""]","الكلمة: السَّاف (الساف)
الجذر: سوف
الفصحى: تمر يابس رديء
المعنى: نوع من التمر الجاف جداً وغير الجيد، وعادة ما يقدم علفاً للحيوانات.
مثال: هذا التمر صار ساف، ما حد يأكله.
الوسوم: food، agriculture، dry"
432,سَفْطَة,سفطة,sfTh,سفط,Noun,object,مزاح / فكاهة,الكلام الذي يقصد به الضحك والمداعبة بين الأصدقاء.,general,"[""مزح""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 67,"[{""f"": ""لا تغضب، كان كل كلامي مزاحاً."", ""h"": ""لا تزعل، كل كلامي كان سفطة.""}, {""f"": ""سعيد يحب المزاح والضحك."", ""h"": ""سعيد يحب السفطة والضحك.""}]",[],"[""social relations"", ""laugh"", ""joke""]","الكلمة: سَفْطَة (سفطة)
الجذر: سفط
الفصحى: مزاح / فكاهة
المعنى: الكلام الذي يقصد به الضحك والمداعبة بين الأصدقاء.
المرادفات: مزح
مثال: لا تزعل، كل كلامي كان سفطة.
الوسوم: social relations، laugh، joke"
433,السَّبِيَّة,السبية,alsbyh,سبى,Noun,object,طريقة رصف الطوب طولياً,أسلوب في البناء التقليدي الحضرمي حيث توضع المدرة (اللبنة) بشكل طولي لتقليل الوزن، وتستخدم غالباً في الأدوار العلوية.,general,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 67,"[{""f"": ""بنى الطابق الثالث بأسلوب رصف الطوب الطولي."", ""h"": ""بنى الدور الثالث بطريقة السبية.""}]",[],"[""construction"", ""wall""]","الكلمة: السَّبِيَّة (السبية)
الجذر: سبى
الفصحى: طريقة رصف الطوب طولياً
المعنى: أسلوب في البناء التقليدي الحضرمي حيث توضع المدرة (اللبنة) بشكل طولي لتقليل الوزن، وتستخدم غالباً في الأدوار العلوية.
مثال: بنى الدور الثالث بطريقة السبية.
الوسوم: construction، wall"
434,السِّنَاوَة,السناوة,alsnawh,سنى,Noun,object,استخراج الماء بالدواب,عملية رفع الماء من الآبار العميقة باستخدام الجمال أو الثيران عبر حبال وبكرات لري المزارع.,general,[],[],مهنة قديمة اندثرت بعد ظهور المضخات.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 68,"[{""f"": ""كان جدي يقضي يومه في استخراج الماء من البئر بالدواب."", ""h"": ""كان جدي يقضي يومه في السناوة.""}]","[""إيش عرفك يا لحيك بالسناوة""]","[""agriculture"", ""heritage"", ""water""]","الكلمة: السِّنَاوَة (السناوة)
الجذر: سنى
الفصحى: استخراج الماء بالدواب
المعنى: عملية رفع الماء من الآبار العميقة باستخدام الجمال أو الثيران عبر حبال وبكرات لري المزارع.
مثال: كان جدي يقضي يومه في السناوة.
الوسوم: agriculture، heritage، water
ملاحظة: مهنة قديمة اندثرت بعد ظهور المضخات."
